,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,light_illuminance,loc_latitude,loc_height,loc_velocity,labelCycling,labelWalking,labelSitting,labelRunning,labelStanding,labelWalkingStairs,labelElevator,labelJumping
2018-06-19 14:00:08.000,-8.6539927567326718,3.8127776797425734,-7.1296885272376231,-0.605825538647,0.550740957314,-0.364832735062,33.8737487792,-26.0698954267,11.9603474929,0.330405660197,0.0400590046838,0.140056345722,321.0,52.33303907,4.86677693,2.640026855,1,0,0,0,0,0,0,0
2018-06-19 14:00:08.250,-8.0785697487647052,3.7448375926470594,-5.3409866632548999,-0.469332938137,0.00669675714665,-0.603003081172,35.0360576946,-27.0740215592,13.3750328654,-0.378627702286,1.12579420502,0.835591334915,229.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:08.500,-4.9810741160099008,5.223424326128713,-7.2084241811485157,-0.139671335039,-1.02345403035,1.23865897041,27.05485026,-34.0459187825,17.39323934,-0.363819537773,0.769068651908,0.54305320211,263.5,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:08.750,-1.4855134253635294,4.4178546082549017,-5.1602358350588231,1.34645491961,-1.11188259315,0.753240332873,22.3247821523,-35.7683621915,15.8135047323,-0.31390769809,-0.548217025455,-0.501743541039,267.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:09.000,-4.726123884617647,6.0097756479215692,-5.2905785054235288,-0.711803445624,-0.144437939508,0.726931534571,27.1841684983,-35.1767222083,15.0918324775,0.822812248682,-0.878385955199,-0.934543385243,435.0,52.33305699,4.86680286,3.284619141,1,0,0,0,0,0,0,0
2018-06-19 14:00:09.250,-8.4457803856831681,4.2669297020099011,-6.3038657915217833,-2.03495791442,0.82147657396,-0.826350898756,34.1780442446,-27.3369422323,14.5470252392,0.482707712891,-0.187412526347,-0.30050009548,449.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:09.500,-7.9767215203529416,3.4367363125784318,-6.5791171206568633,-0.935577252367,0.80444372403,0.113850378596,34.9081675217,-25.0898996983,16.8828328458,-0.424005845014,0.615084031048,0.709170621985,271.5,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:09.750,-6.458605775752476,4.6577296493069307,-5.9791679761089105,-0.650757845731,-0.781271382933,0.307669134633,27.8154813323,-31.5450815054,17.9896428023,-0.323496903515,0.79136521745,1.04354782862,288.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:10.000,-2.6114452586099612,4.144422942509804,-5.7298790429464708,1.68712730501,-1.81056528458,0.608644055382,19.2368825275,-37.3853047692,17.35903422,-0.24808128208,-0.128804823936,-0.0236381081959,249.0,52.33307824,4.8668315,5.277111816,1,0,0,0,0,0,0,0
2018-06-19 14:00:10.250,-3.1449820641168325,5.404020403861387,-5.7589721680000006,-0.248000907908,-0.940487613684,1.23615248682,22.2906259408,-35.9063955446,14.7277832046,0.396094444992,-0.824673038902,-1.15702532772,357.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:10.500,-7.4657824646960789,4.2928870706274509,-5.6757752660686274,-0.96107106115,0.052968427252,-1.07838276322,31.4572652175,-27.39168803,15.8574422192,0.472570830719,-0.493302438769,-0.716623642873,486.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:10.750,-8.7387354232254921,3.273767059892156,-6.695846856784315,-1.07308369061,0.240518784992,-0.939689224884,31.9433359,-23.5417292669,15.6059852015,-0.286388023227,0.268591338514,0.331993252632,345.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:11.000,-7.3702972714158417,3.9175180869702966,-6.707076724247524,-1.16698147269,0.078229745238,0.126321988938,30.6020100917,-29.8330942775,15.9383138025,-0.817263159422,0.963968862395,0.728314239201,245.0,52.33310146,4.86686513,7.277355957,1,0,0,0,0,0,0,0
2018-06-19 14:00:11.250,-4.211476195076961,4.3095523609352933,-5.7625184900196071,1.10715862353,-1.44341127542,0.315315097015,23.8444401669,-34.5376821669,15.0628896862,-0.173616745883,0.392370037005,0.280609878835,300.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:11.500,-3.619223113118812,5.4019110650990108,-5.0875999526268316,-0.129783835422,-1.17609947204,0.130074539207,20.64259847,-35.2600097658,13.78771464,0.173168522284,-0.161761142239,-0.296101485152,238.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:11.750,-5.2496448591470593,6.2348194496372562,-7.3374681660196073,0.07070129992,-0.625052985039,-0.288714371422,24.5009202238,-33.4099402792,16.1756075338,0.0985373702686,-0.0490252924917,-0.112107669605,404.5,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:12.000,-4.5501536756732675,4.8781617419009908,-6.1404317725346527,0.0726641392784,0.0134183565469,-0.995821027192,24.9053955067,-34.0431213375,14.4552866625,-0.378553635979,0.0862762149025,-0.307080863724,375.0,52.33312447,4.86689128,9.389538574,1,0,0,0,0,0,0,0
2018-06-19 14:00:12.250,-4.6784513884901955,5.0943346210588238,-6.8106617646274508,-0.330757402885,-0.90678003722,0.0997432166335,25.1914391146,-33.3214393031,13.8662484992,-0.0612519208018,0.049804537905,0.0336572983672,368.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:12.500,-5.1674439672352941,5.7133177214607853,-7.1999782487382351,0.318454172088,-0.669601524549,-1.13412815915,25.3203074133,-33.7154388433,12.88871765,-0.296382978855,0.267463384894,-0.215468462775,381.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:12.750,-4.1728415913841586,4.8291752881089112,-6.58997292090495,-0.600739173877,-0.214415349982,-0.51775634764,28.6303006677,-32.9164945146,11.4081749548,-0.351679584763,0.22017269324,-0.391425557662,396.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:13.000,-4.7332826502156866,5.2540187462058823,-6.0367126464215684,0.516266962999,-1.00439078201,-1.07333107559,30.5137634275,-30.4940541583,10.3713989253,-0.228979073325,0.170346278775,-0.183866762642,437.0,52.33313825,4.866906,9.067333984,1,0,0,0,0,0,0,0
2018-06-19 14:00:13.250,-5.8099650769999993,5.9176960558118816,-6.5988626008712865,-0.0434179025516,-1.00117035477,-0.0159669950494,31.6652738123,-28.3085749708,9.50282170262,-0.193946762852,0.229074459266,-0.258785587726,448.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:13.500,-5.0522872326078438,5.3766036688725487,-6.6736999212549,-0.13644879471,-0.227640282841,-0.819417635645,34.2048645025,-27.066930135,9.13403828958,-0.188750023935,0.19672752829,-0.233662175196,440.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:13.750,-5.5860973395643567,5.2734297950891085,-5.6154977024059418,-0.348637189844,-0.805572700465,-1.0704350377,36.865117,-27.0605234008,6.67278583238,-0.476409609963,0.26805613301,-0.208486122659,452.5,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:14.000,-5.0822384404215688,5.3068427290980402,-6.8834964527549021,-0.0586636393832,-1.03727028416,-0.361916317683,36.99544271,-25.6871541325,7.76303609225,-0.228217181041,0.390689326273,-0.255239299697,476.0,52.33315918,4.86691963,11.07575684,1,0,0,0,0,0,0,0
2018-06-19 14:00:14.250,-5.670801499294118,5.8028182983333343,-5.9022269155784324,-0.328443256101,-0.734489730789,-0.821021005168,38.6489868169,-22.2752497746,8.92979548515,-0.223235336003,0.368183061192,-0.213839362646,509.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:14.500,-5.3936356648910904,5.5631287829405949,-6.2077543051188124,-0.472424656759,-0.37606533839,-0.422568517521,39.948272705,-21.3277180975,9.521738689,-0.298670098331,0.595894539706,-0.071309760068,529.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:14.750,-4.1681222354803928,6.263561921941176,-5.9780904732450972,-0.607402628581,-0.276490033848,-0.255734443689,40.0617159331,-24.9800461985,7.75838998646,-0.0765941844233,0.338469860604,-0.00520549101281,561.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:15.000,-4.4856052209900996,5.7609828533366345,-6.1045429493960404,0.776074748004,-1.94511891363,0.418290872656,39.0734354642,-28.698857625,9.40157572533,-0.000447943657941,0.0857385314351,0.193445791117,563.5,52.33318361,4.86693274,12.4595459,1,0,0,0,0,0,0,0
2018-06-19 14:00:15.250,-2.793908960656196,5.277362449470588,-5.8150266759019607,-0.0997663572982,-0.580343779416,0.072653106598,38.0137516908,-30.8519803562,8.28798734169,-0.142327551745,-0.341429168107,-1.08204142252,602.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:15.500,-6.0642363293564365,5.1714155744554464,-5.8756594515742568,-1.55737571157,0.00786365247143,-0.765216350494,41.1526997892,-21.5525309242,5.10317484525,-0.0394407971037,-0.229896016641,-1.08358477604,614.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:15.750,-8.767171822343137,3.862317702352942,-5.3707149729901955,-0.901440087496,-0.192425293083,-0.279606959391,39.5349355854,-16.1889883185,8.39444674,0.34118786981,0.22701368145,-0.156973595713,523.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:16.000,-8.3511442296372564,3.985302345411764,-6.4430352005392164,-1.28334780298,0.499885587135,0.357150760362,37.3658498117,-10.6796264648,14.5497639958,-0.362335205074,0.756679609713,0.742621777093,371.5,52.33321016,4.86694119,12.50495605,1,0,0,0,0,0,0,0
2018-06-19 14:00:16.250,-5.9020950770495046,5.0280246545742582,-5.7964021286336624,-0.589509863855,-0.94453239439,0.541638536468,31.4750084508,-11.9256826547,22.6335965662,0.0925785480128,0.85364600453,0.975581858447,349.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:16.500,-2.0365322337770593,3.7932036157058824,-6.6792155248039213,0.399368566577,-1.5210591204,1.42881262533,26.89297994,-10.2864583332,29.9649556467,-0.473415599149,-0.2465579463,-0.271123399922,360.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:16.750,-3.10652039780198,5.1949304259801981,-5.6820844895445557,-0.0480378094518,-0.662303578627,0.539583327695,31.2930767369,-8.71053842362,29.2607234085,0.405554743088,-0.603877605781,-1.16881614155,491.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:17.000,-7.9403864542058802,4.2080685485000009,-6.8054043638921575,-1.97517877465,0.487295487359,0.368160275804,36.0268910733,0.642395019475,26.9945780433,0.658626332009,-0.360740512029,-0.789271036811,630.5,52.33324043,4.86695405,13.16834717,1,0,0,0,0,0,0,0
2018-06-19 14:00:17.250,-7.5580534981485155,2.006446611741584,-6.6522810530099017,-1.69597907064,0.182012233702,-0.929827251422,37.0979895954,7.80099722046,22.5006103508,-0.38382698286,0.379402538342,0.226448436778,450.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:17.500,-7.4364190193039219,3.8269681743137256,-6.4760957605588239,-1.07107604726,0.219385993244,0.338169266152,38.066101075,-0.741577148325,24.8184204092,-0.369311463602,0.790089775518,0.627990273866,322.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:17.750,-5.7362416584901954,3.6980103137450975,-6.4010425642549036,0.554418713415,-1.73371574927,0.89699734893,32.8936063331,-7.08911602323,28.2872126646,-0.399713553636,0.701549006434,0.844333573842,384.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:18.000,-2.1833432641554453,5.8546997675049495,-6.9850876308217824,-0.497544489633,0.0263620919039,0.562715175154,28.3785306485,-14.55078125,27.7162992031,-0.224015944052,0.0362615302026,-0.247963631506,387.0,52.3332671,4.86696546,12.48743896,1,0,0,0,0,0,0,0
2018-06-19 14:00:18.250,-3.0061605116372538,6.0645608340686294,-6.70320488427451,-0.855992032028,-0.157474414975,0.451494104735,28.5469055192,-14.6090189625,27.3455301925,0.360581641106,-0.0364918428315,-0.0308543186559,635.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:18.500,-3.431894585633664,5.4807302645445537,-7.3886640190990089,-0.612754154164,-0.0410345077182,-0.366222391157,28.5963792062,-16.1618746254,29.4285700877,-0.16229459554,-0.04815840013,0.0780810365564,641.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:18.750,-3.2571400660980387,5.7110869463431371,-7.0194380519411776,-0.872663572671,-0.0474181361812,-0.199583717475,27.4710337325,-17.2570546467,28.2105763758,-0.097147025318,0.0498147104317,0.133759592093,660.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:19.000,-2.445353139780198,5.0829609786039605,-6.3582455475148496,0.787449705847,-1.47788689187,1.37224604096,27.8585580685,-17.5676785969,29.1302020738,0.137086924946,-0.445038143952,-0.659524747656,655.0,52.33329451,4.86696914,10.83765869,1,0,0,0,0,0,0,0
2018-06-19 14:00:19.250,-5.2179207895235287,4.9215521719215678,-5.7039066389705884,-0.335337180787,0.00538497340522,-0.595068492125,36.370340985,-10.9594980881,24.814478555,0.390566358393,-0.906698638308,-0.858513177598,722.5,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:19.500,-8.5483966902549007,3.8618132646666674,-6.5428164612941169,-2.16799866914,0.487000759875,0.481809242081,38.9197716346,1.71379676232,19.5240901062,0.167143129829,-0.153368332801,-0.247959211776,682.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:19.750,-7.6807743487920783,3.1084913499306932,-6.8063647581782192,-1.10931531911,0.101631274223,-0.320359277703,38.7851715083,2.06476847329,18.4145609533,-0.250394915585,0.337879294219,0.553368596752,416.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:20.000,-6.7384742288039217,3.9938230327647051,-6.2306433284901948,-0.686969654233,-1.02737668915,-0.116906820557,35.4471059946,-5.15817495485,20.7809448246,-0.448161854463,0.981619143037,0.929815404525,409.0,52.33332708,4.86696895,12.10383301,1,0,0,0,0,0,0,0
2018-06-19 14:00:20.250,-2.6121072297165351,4.7006950756138624,-6.4236593718217838,1.53691758823,-1.94962718448,0.465002480719,29.1006724042,-13.6519114166,23.6696879058,-0.380536523197,-0.00660191904703,-0.175599504237,335.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:20.500,-3.6813480153058826,5.4413173899411778,-5.5699254953137265,0.398446054963,-0.731525355702,0.073986427418,34.7820575423,-12.5838059641,21.3785024792,-0.00178557751324,-0.456270105705,-0.95888743681,416.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:20.750,-6.7915288340000011,4.703492419534653,-6.2233055794455456,-1.83180419918,0.626976323118,-0.53471148487,37.4191284192,-9.81127421008,22.7809905992,0.455674728533,-0.109110161813,-0.819947346592,752.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:21.000,-7.5970648970784307,3.8768015843039207,-6.6729485007156857,-0.910729651396,1.04563693907,-0.597367286639,39.6558321438,-1.36918288005,21.8131432162,-0.0484798655782,0.358793221274,0.133310953779,960.0,52.33337484,4.86696007,13.41865234,1,0,0,0,0,0,0,0
2018-06-19 14:00:21.250,-7.1833487029009886,4.8987141222079211,-6.3221899353762367,-1.45167920637,-0.30576985491,1.00422136456,38.3191426592,-4.27118937175,24.3587493892,-0.185076571925,0.674101423496,1.15650849293,665.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:21.500,-4.5867544436176475,4.54204813637255,-6.2071949079705879,1.24657045623,-1.83321734975,1.16710504828,33.1552358762,-15.6416672928,29.0512084954,-0.263203340419,0.306972279268,0.718976189096,490.5,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:21.750,-1.1141299079503824,5.1695514754117644,-5.3081129485856851,-0.257412728169,-0.446646634263,0.79154711144,31.9390614842,-17.4318949383,28.2914479583,0.373554304527,-0.875596738318,-1.10143504427,727.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:22.000,-5.5186793261683151,3.9136302683564352,-6.47814609029703,-1.90357131009,0.286936335599,-0.688773021683,39.4649799062,-7.10367055985,24.8361440808,0.846753866389,-0.331655672271,-0.626639186724,1038.0,52.33344522,4.86695251,13.67652588,1,0,0,0,0,0,0,0
2018-06-19 14:00:22.250,-8.5918677832843127,3.3718234791682362,-6.990954978735294,-0.110314070013,-0.124176284912,-0.914667653128,42.175801595,1.87886555976,23.4287261967,0.477029987421,0.0877990722661,0.209749558396,962.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:22.500,-7.6660878398415857,2.9269585939970302,-8.2987696582178216,-1.48967018313,0.375900577108,0.0257787237042,41.36305589,-2.18224158664,27.6623065646,-0.787340825158,1.10339219498,0.885118843335,480.5,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:22.750,-3.6550349815588241,4.5339379404313727,-7.3521272248039216,0.454122524605,-1.12723936755,1.34302431,33.3245595292,-12.0374043793,35.0826263433,-0.524568595159,0.584546706266,0.463991800943,503.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:23.000,-0.64839882423702966,3.9122078773069306,-4.9389586496013855,0.55308747048,-0.552426300082,1.35491629599,30.8806199292,-16.3732675415,36.1639169562,0.0958061595963,-0.656434011937,-0.588278893198,417.0,52.33352325,4.86694907,13.72681885,1,0,0,0,0,0,0,0
2018-06-19 14:00:23.250,-4.8388864853490192,5.2507663801568638,-6.9935485242058819,-0.695636683791,-0.0828699411221,0.0290415708059,36.78525289,-12.8293355318,34.7203572575,1.06836625641,-0.63592319862,-0.514213262827,851.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:23.500,-8.0013445689705875,4.2351560405392146,-9.2391691021176463,-1.87873842198,0.442852917945,-0.255618908886,37.2249896708,-4.104731633,33.9624258177,0.21485003303,0.302501454079,0.281780168115,765.5,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:23.750,-5.0993502778811877,2.9578701812970292,-8.7409968613465345,-1.28015147004,0.848530867495,-1.17357982381,35.0696563733,-7.39847819008,34.6923828125,-1.21751811718,0.281620441089,0.225045383585,380.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:24.000,-3.4924287983401956,4.5010292202647051,-6.0728837555490198,-0.220426187759,-1.02487990435,1.03067654256,31.4954317531,-14.0121459962,32.5123713554,-0.028405881396,0.563095092765,0.87128867356,506.0,52.3336004,4.86692797,12.92976074,1,0,0,0,0,0,0,0
2018-06-19 14:00:24.250,-1.5514748450365148,4.0585041612702968,-5.0011360999184156,1.59997927424,-1.85897923474,0.288986082052,24.8451232908,-19.3442026767,33.5605621333,-0.0244950398371,-0.320201005097,-0.411983980971,408.0,,,,1,0,0,0,0,0,0,0
2018-06-19 14:00:24.500,-3.6013767018274505,5.7950608496666653,-7.8445813047647048,-0.577429509635,-0.187840443061,0.830937843692,33.3956204931,-14.19090858,31.4951970031,0.814509821887,-1.04224874462,-0.67476489494,792.0,,,,1,0,0,0,0,0,0,0
